,SBI Bluechip Fund,ICICI Pru Bluechip Fund,Nippon Large Cap Fund,Axis Bluechip Fund,HDFC Top 100 Fund
2026-04-27,2.54906096730616,-0.5755498555857601,2.6337488348223346,-0.6876200125243558,2.365806199834095
2026-04-28,2.8358914856381325,-0.7301461282419199,2.063006075542062,-1.1922837168671185,2.5763973498935298
2026-04-29,2.9853276994318416,-0.8524413509070102,2.0290440057516026,-0.9086308240062574,2.251738012330463
2026-04-30,2.9344252834845777,-0.609974794879249,2.261233101751769,-0.7175588357709416,1.7332957579743258
2026-05-01,2.820840152451637,-0.7323454113721397,2.201366570476605,-1.0041489452921328,1.7942729868417102
2026-05-04,2.615530583992569,-0.21242796561165733,2.1211897459111593,-1.1690316170803523,2.0852153951575114
2026-05-05,2.7755316738250886,-0.10097646549885887,2.0754368732165944,-1.241354083738262,2.2668629780158995
2026-05-06,2.850377434855481,-0.06890110959610905,2.0576261738608053,-1.6750756229885915,2.747773533595589
2026-05-07,2.936123857740633,-0.1937367612171874,1.845906149860075,-2.018385295126909,2.799981552972103
2026-05-08,2.9227363797069916,-0.07273904346731336,1.882945491861682,-2.197000929827491,2.6760209960172574
2026-05-11,2.934920883199044,0.3127376701137556,1.90872647124795,-2.3618791058818167,3.1277801055388945
2026-05-12,3.016086980777039,0.5366275983466784,1.9725370504822626,-2.687119324316571,2.6668925967955937
2026-05-13,3.094636150720741,0.6567007178618766,1.8415512832322325,-2.3692520788221696,2.290406345622063
2026-05-14,2.9646776127280003,0.808906711832418,1.7142101897406348,-2.6922597977248337,2.1269179103868137
2026-05-15,2.86316732963911,0.5431005856131903,1.589696639092548,-2.7051402005926066,2.439490053360107
2026-05-18,2.9282288384316675,0.19364657186962794,1.5505576462098827,-2.8831893033065956,2.656343990255308
2026-05-19,3.0793131726986886,0.4429314667901271,1.9114308074118902,-2.8186027395447453,2.4777624681247583
2026-05-20,2.9650965205804076,0.3073248646068674,1.8523483348583247,-2.467899408963519,2.268723644028214
2026-05-21,2.9412589019628927,0.3856129755267065,1.866936534069493,-2.202290217875845,2.6563496143514427
2026-05-22,3.014674022332509,0.5184785657042139,1.8221758405882142,-2.214954808314272,2.601948709462267
2026-05-25,3.1486838998230198,1.071263821262284,1.910476846286656,-2.3726885396255595,2.429443760031356
2026-05-26,2.9326619414839867,1.2744286858041314,2.1711108384062547,-2.4728327984585805,2.328371046524852
2026-05-27,2.4514609001780725,1.193592455841974,2.3728843037691116,-2.5189146660698007,1.894506089909118
2026-05-28,2.608857168943096,1.0644600613152053,2.066459097328118,-2.3040245817092946,1.6527804855285664
2026-05-29,2.5169439318782203,1.5632928051915247,2.189287086300855,-2.189527949186396,1.7301511008775572
